_id,address,company_name,email,phone_number,url
60cb2e3fcb87d4e553802296,Po Box 28643 13147 Safat,Combined Group For Chemicals,null,"[""965 4748694""]",null
60cb2e3fcb87d4e553802297,Po Box 26939 13130 Safat,Saqar Al Jazira General Trading & Contracting Company W.L.L.,null,"[""965 2431067""]",null
60cb2e3fcb87d4e553802298,,Samael International General Trading &B Cont,null,"[""965 2414510""]",null
60cb2e3fcb87d4e553802299,,Sana Household Establishment,null,"[""965 2449715""]",null
60cb2e3fcb87d4e55380229a,,Saoudi Mohd Nadir Al Hamad Trading Establishment,null,"[""965 2407715""]",null
60cb2e3fcb87d4e55380229b,,Sanbouk International Center,null,"[""965 4846921""]",null
60cb2e3fcb87d4e55380229c,,Salah Al Abdulghani Establishment,null,"[""965 2407953""]",null
60cb2e40cb87d4e55380229d,,Salman Ahmed Bu Hamad Company,null,"[""965 2447051""]",null
60cb2e40cb87d4e55380229e,,Saleh Bahman Sons Company,null,"[""965 2630361""]",null
60cb2e40cb87d4e55380229f,,San General Trading & Contracting Company,null,"[""965 5725324""]",null
60cb2e40cb87d4e5538022a0,,Saleem S A Zamanan Establishment,null,"[""965 4745828""]",null
60cb2e40cb87d4e5538022a1,,Saifco General Trading & Contracting Company,null,"[""965 5626030""]",null
60cb2e40cb87d4e5538022a2,Po Box 48112 54552 Sabahiya,Said Al Bous General Trading & Contracting Establishment,null,"[""965 3929787""]",null
60cb2e40cb87d4e5538022a3,"P.O.Box: 114, 32002, , Kuwait",SAFIR AL JAZIRA EST,null,"[""9652628858""]",null
60cb2e41cb87d4e5538022a4,,Sadiq Zalzala Trading Establishment,null,"[""965 2407612""]",null
60cb2e41cb87d4e5538022a5,,Safat Al Behrain,null,"[""965 4761161""]",null
60cb2e41cb87d4e5538022a6,Po Box 21984 13080 Safat,Sadiq & Kothari Company,null,"[""965 4726250""]",null
60cb2e41cb87d4e5538022a7,,Saba & Company,null,"[""965 2440506""]",null
60cb2e41cb87d4e5538022a8,Po Box 24116 13102 Safat,Saad Al Roumi & Tariq Subaie Establishment,null,"[""965 24365003""]",null
60cb2e41cb87d4e5538022a9,,"Sa'Ad Al Hankeel Trading Company",null,"[""965 4833780""]",null
60cb2e41cb87d4e5538022aa,,Reza Behbehani Tradg Establishment,null,"[""965 4843255""]",null
60cb2e41cb87d4e5538022ab,,"Rawadat Al Zhra'A Exhibition",null,"[""965 2415508""]",null
60cb2e41cb87d4e5538022ac,Po Box 2395 13100 Safat,Rukun Al Safat Trading & Contracting Establishment,null,"[""965 2404841""]",null
60cb2e42cb87d4e5538022ad,"P.O.Box: 2118, Safat 13022, , Kuwait",RIHAM GEN TRADING & CONTG CO,null,"[""9652424775""]",null
60cb2e42cb87d4e5538022ae,,Rubab Trading Company,null,"[""965 5736189""]",null
60cb2e42cb87d4e5538022af,,Royal Garden General Trading & Cont,null,"[""965 2655852""]",null
60cb2e42cb87d4e5538022b0,Po Box 12035 13013 Safat,Reem Al Watan Establishment,null,"[""965 2454133""]",null
60cb2e42cb87d4e5538022b1,,Raslan Al Malaki Establishment,null,"[""965 3924646""]",null
60cb2e42cb87d4e5538022b2,"Po Box 54479 J Shuwaikh, , Kuwait",Rawabi Al Majma Trading Establishment,null,"[""965 4330309""]",null
60cb2e42cb87d4e5538022b3,,Rasheed R Al Fulaij General Tradg & Contracting Company,null,"[""965 4815574""]",null
60cb2e43cb87d4e5538022b4,,Arab Centre For Marble & Granite,null,"[""965 4846597""]",null
60cb2e43cb87d4e5538022b5,,Anwar Al Khaleej Import & Export,null,"[""965 2435021""]",null
60cb2e43cb87d4e5538022b6,,Anwar Al Kuwait For Kitachen Furniture Company,null,"[""965 2651576""]",null
60cb2e43cb87d4e5538022b7,,Anwar Ahmad Jassim Establishment General Trading & Cont,null,"[""965 5746351""]",null
60cb2e43cb87d4e5538022b8,,Amwaj Al Khaleej Establishment,null,"[""965 2440654""]",null
60cb2e43cb87d4e5538022b9,,Al-Wassan Hotel Supplies & Household,null,"[""965 5725787""]",null
60cb2e43cb87d4e5538022ba,"P.O.Box: 44760, Shuwaikh Industrial Area, 32062, , Kuwait",AL ZABIN INTERNATIONAL GROUP CO FOR HEAVY EQUIPMENT,null,"[""9654838772"",""4838776"",""4838779""]",null
60cb2e44cb87d4e5538022bb,"P.O.Box: 3379, 32034, , Kuwait",AL WAZAN UNITED TRADING CO WLL,null,"[""9654848861""]",null
60cb2e44cb87d4e5538022bc,,Al Yousifi General Trading & Contracting Company W.L.L.,null,"[""965 4846187""]",null
60cb2e44cb87d4e5538022bd,,Al-Wazzan Hotel Supplies & Household,null,"[""965 5727438""]",null
60cb2e44cb87d4e5538022be,Po Box 12037 Salmiya,Al Wawan Company,null,"[""965 4764184""]",null
60cb2e44cb87d4e5538022bf,,Al Wafa And Al Itikan Cleaning Company,null,"[""965 4310660""]",null
60cb2e44cb87d4e5538022c0,,"Al Wada'A Trading Establishment",null,"[""965 5733366""]",null
60cb2e44cb87d4e5538022c1,,Al Tasamh Al Rajaiba Exhibition,null,"[""965 4835104""]",null
60cb2e44cb87d4e5538022c2,,Al Tahir Farm,null,"[""965 4670329""]",null
60cb2e45cb87d4e5538022c3,,Al-Sagar Exhibition,null,"[""965 4761072""]",null
60cb2e45cb87d4e5538022c4,,Al Sultan Establishment,null,"[""965 4823868""]",null
60cb2e45cb87d4e5538022c5,"P.O.Box: 21012; 13071 Safat, , Kuwait",AL SWANY AGRICULTURAL CO,null,"[""9652424551""]",null
60cb2e45cb87d4e5538022c6,,Al Tamathul Electrical & Contracting Establishment,null,"[""965 2412221""]",null
60cb2e45cb87d4e5538022c7,Po Box 21606 13077 Safat,Al-Shuwaikh Electrical Company,null,"[""965 4840512""]",null
60cb2e45cb87d4e5538022c8,,Al Sultan Meat Establishment,null,"[""965 2621243""]",null
60cb2e45cb87d4e5538022c9,,Al Taqwa Establishment,null,"[""965 4332500""]",null
60cb2e45cb87d4e5538022ca,,Al Sulabiya Farm,null,"[""965 4670005""]",null
60cb2e45cb87d4e5538022cb,,Al Slasel Al Thahabeia,null,"[""965 4346337""]",null
60cb2e45cb87d4e5538022cc,,Al Subia Company,null,"[""965 2416845""]",null
60cb2e46cb87d4e5538022cd,,Al Dhawamer Group Company,null,"[""965 2402007""]",null
60cb2e46cb87d4e5538022ce,,Al Soufra Al Khaleejya Establishment,null,"[""965 2610065""]",null
60cb2e46cb87d4e5538022cf,,Al Siyouf Centre,null,"[""965 4819032""]",null
60cb2e46cb87d4e5538022d0,Po Box 6959 Salmiya,Al Shrean Trading Company,null,"[""965 4811413""]",null
60cb2e46cb87d4e5538022d1,,"Al Shomoo'H Al Bayda'A Butchery",null,"[""965 2651057""]",null
60cb2e46cb87d4e5538022d2,,Al Deer Wholesale & Household Equpt Establishment,null,"[""965 2407242""]",null
60cb2e46cb87d4e5538022d3,,Al Dhabi Trading & Contracting Company W.L.L.,null,"[""965 2446688""]",null
60cb2e46cb87d4e5538022d4,P.O.Box: 7700 Hawalli 32097,AL BAIDAQ INTERNATIONAL TRAD. CO.,null,"[""9652655939""]",null
60cb2e46cb87d4e5538022d5,,Al Dawahee Establishment For Fresh Meat,null,"[""965 4846975""]",null
60cb2e47cb87d4e5538022d6,,Alia Meat Showroom,null,"[""965 5737742""]",null
60cb2e47cb87d4e5538022d7,,Al Dar Company,null,"[""965 5320605""]",null
60cb2e47cb87d4e5538022d8,,Al Danet General Trading Company,null,"[""965 2460603""]",null
60cb2e47cb87d4e5538022d9,,Al Jerawy Household Manufacturing Company,null,"[""965 2620147""]",null
60cb2e47cb87d4e5538022da,,Al Jawhara Al Massyahh Establishment,null,"[""965 4311760""]",null
60cb2e47cb87d4e5538022db,,Al Jawda International Trading Establishment,null,"[""965 3922917""]",null
60cb2e48cb87d4e5538022dc,"Al Dijani Commercial Center, Off 6, Habib Manwar Street",Al Jandool International Gen Trd & Cont Co,null,"[""24712150""]",null
60cb2e48cb87d4e5538022dd,,Ali Al Ghanim Company,null,"[""965 4820216""]",null
60cb2e48cb87d4e5538022de,,Ali Abdulla Al Sana Trading Establishment,null,"[""965 2436340""]",null
60cb2e48cb87d4e5538022df,"P.O.Box: 252, Shuwaikh - Passport St, Safat 13003, , Kuwait",AL HOMAIZI TRADING,null,"[""9654849044"",""55"",""88""]",null
60cb2e48cb87d4e5538022e0,,Ali Abdulaziz Al Sanea Commercial Establishment,null,"[""965 4817389""]",null
60cb2e48cb87d4e5538022e1,,Al Humaidan Al Qasimi,null,"[""965 3810100""]",null
60cb2e48cb87d4e5538022e2,,Al Huda International Company,null,"[""965 4837092""]",null
60cb2e48cb87d4e5538022e3,,Al Ghanim Detergent And Aerosol Manufacturers,null,"[""965 4588259""]",null
60cb2e48cb87d4e5538022e4,,Al Huda Company,null,"[""965 4824568""]",null
60cb2e49cb87d4e5538022e5,,Al Hamdan Establishment For Electrical Equipment & General Cont,null,"[""965 5336116""]",null
60cb2e49cb87d4e5538022e6,Po Box 279 Hadiya,Al Haimer Establishment,null,"[""965 3916638""]",null
60cb2e49cb87d4e5538022e7,,Al Gharbeia Company,null,"[""965 4733088""]",null
60cb2e49cb87d4e5538022e8,,Al Ghalia Household Company,null,"[""965 5726196""]",null
60cb2e49cb87d4e5538022e9,,Al Ghalia Company,null,"[""965 5719308""]",null
60cb2e4acb87d4e5538022ea,,Al Farook Establishment For Electricals,null,"[""965 4764141""]",null
60cb2e4acb87d4e5538022eb,,Al Ghutra Al Momayaza,null,"[""965 4319163""]",null
60cb2e4acb87d4e5538022ec,,Al Falaq Trading Company,null,"[""965 4021277""]",null
60cb2e4acb87d4e5538022ed,,Al Establishmenthra Al Zarqa General Trading & Contracting Establishment,null,"[""965 2450636""]",null
60cb2e4acb87d4e5538022ee,,Al Eskafy Mobile Center,null,"[""965 4732272""]",null
60cb2e4acb87d4e5538022ef,"Po Box 42188 70652 Shuwaikh, , Kuwait",Al-Boom Marine Company,null,"[""965 4830474""]",null
60cb2e4bcb87d4e5538022f0,,Al-Dasan For Houseware Establishment,null,"[""965 2667867""]",null
60cb2e4bcb87d4e5538022f1,Po Box 2927 13030 Safat,Al-Dar-Al Baida,null,"[""965 4814769""]",null
60cb2e4bcb87d4e5538022f2,Po Box 23887 13099 Safat,Al Burhani International General Trading Company,null,"[""965 4816394""]",null
60cb2e4bcb87d4e5538022f3,,Al Duwisan General Tradg Corporation,null,"[""965 2422612""]",null
60cb2e4bcb87d4e5538022f4,"P.O.Box: 27928, Safat 13140, , Kuwait",ALBA GENERAL TRADING & CONTRACTING CO.,null,"[""9652421800""]",null
60cb2e4bcb87d4e5538022f5,"P.O.Box: 22547; 13086 Safat, , Kuwait",AL BAYDAR TRADING CO,null,"[""9652412625""]",null
60cb2e4bcb87d4e5538022f6,,Al-Farjer Mobile Center,null,"[""965 4745547""]",null
60cb2e4bcb87d4e5538022f7,,Alam Al Quds Lathe Factroy,null,"[""965 4838514""]",null
60cb2e4bcb87d4e5538022f8,,Al Berwaz Center,null,"[""965 3919963""]",null
60cb2e4ccb87d4e5538022f9,"Po Box 257, , Kuwait",Al Batna Corporate Dairy (Sao),null,"[""965 868131""]",null
60cb2e4ccb87d4e5538022fa,,Al Basmala Trading Establishment,null,"[""965 4768338""]",null
60cb2e4ccb87d4e5538022fb,,Alam Al Lohom Butcher Shop,null,"[""965 4742235""]",null
60cb2e4ccb87d4e5538022fc,Po Box 49255 Omariyah,Al Ain Materials Household & Cleaning Establishment,null,"[""965 4715457""]",null
60cb2e4ccb87d4e5538022fd,,Al Anwar Central Light Market,null,"[""965 3913455""]",null
60cb2e4ccb87d4e5538022fe,,Al Ahmed United Company,null,"[""965 4677070""]",null
60cb2e4ccb87d4e5538022ff,,Al Ajmi Mechanical Tools Company,null,"[""965 3989000""]",null
60cb2e4ccb87d4e553802300,,Al Ameera Center,null,"[""965 4760728""]",null
60cb2e4dcb87d4e553802301,,Al Ahmadi Studio,null,"[""965 3982616""]",null
60cb2e4dcb87d4e553802302,,Al Aseel Exhibition,null,"[""965 4820787""]",null
60cb2e4dcb87d4e553802303,,Al Adwani For Meats,null,"[""965 4820101""]",null
60cb2e4dcb87d4e553802304,,Al Abrar Al Fidheia Company,null,"[""965 4744600""]",null
60cb2e4dcb87d4e553802305,,Al Abraj Cleaning Establishment,null,"[""965 2668822""]",null
60cb2e4dcb87d4e553802306,,Al Balad Al Amin Establishment,null,"[""965 2427852""]",null
60cb2e4dcb87d4e553802307,,Al Abdul Rahman Trading & Contracting Establishment,null,"[""965 5321980""]",null
60cb2e4dcb87d4e553802308,,Al Duaji & Al Sedarawi General Trading & Contracting Company,null,"[""965 4726874""]",null
60cb2e4ecb87d4e553802309,,Ahmad Safar Trading Company,null,"[""965 2451948""]",null
60cb2e4ecb87d4e55380230a,Po Box 2407 13025 Safat,Al Muqwar Trading & Contracting,null,"[""965 2446676""]",null
60cb2e4ecb87d4e55380230b,,Ahmad Sayed Mohd Al Gharabally,null,"[""965 2432931""]",null
60cb2e4ecb87d4e55380230c,,Al Dira Kitchen,null,"[""965 4815966""]",null
60cb2e4ecb87d4e55380230d,,Al Doustan Khaleeji Company,null,"[""965 4738732""]",null
60cb2e4ecb87d4e55380230e,"P.O.Box: 177 Safat 13002, , Kuwait",AL MULLA INTERNATIONAL EXCHANGE CO.,null,"[""9655652731""]",null
60cb2e4ecb87d4e55380230f,"Po Box 42306 Shuwaikh, , Kuwait",Al-Masaar Technical Center Company,null,"[""965 4734009""]",null
60cb2e4ecb87d4e553802310,Po Box 1392 Safat,Al Muzayen Establishment,null,"[""965 2430620""]",null
60cb2e4fcb87d4e553802311,,Al Musallam & Eidi For General Trading & Contracting Company,null,"[""965 4330880""]",null
60cb2e4fcb87d4e553802312,Po Box 9226 Salmiya,Ceryltina Trading Establishment,null,"[""965 2643871""]",null
60cb2e4fcb87d4e553802313,,Butcher Man Meat Center,null,"[""965 4824502""]",null
60cb2e4fcb87d4e553802314,,Burj Al Akaber General Trading & Contracting Establishment,null,"[""965 2467064""]",null
60cb2e4fcb87d4e553802315,,Bu Hamra & Partners Company,null,"[""965 2422835""]",null
60cb2e4fcb87d4e553802316,,Boubyan Petrochemicals Company,null,"[""965 2446685""]",null
60cb2e50cb87d4e553802317,,Boodi Trading Company Limited,null,"[""965 4817848""]",null
60cb2e50cb87d4e553802318,,Al Mulla Company,null,"[""965 2431553""]",null
60cb2e50cb87d4e553802319,,Al Muharaq General Trading,null,"[""965 2643030""]",null
60cb2e50cb87d4e55380231a,,Al Mufleh Establishment,null,"[""965 4815325""]",null
60cb2e50cb87d4e55380231b,,Boodai Trading Company W.L.L.,null,"[""965 4844144""]",null
60cb2e50cb87d4e55380231c,,Al Motasim Exhibition,null,"[""965 4813838""]",null
60cb2e50cb87d4e55380231d,,Al Mubarakeia Establishment,null,"[""965 4747068""]",null
60cb2e51cb87d4e55380231e,Po Box 27287 13133 Safat,Al Moosa Group,null,"[""965 2401430""]",null
60cb2e51cb87d4e55380231f,,Al Mirqab Pearl Butchery,null,"[""965 2424241""]",null
60cb2e51cb87d4e553802320,,Al Mojtahed Establishment,null,"[""965 4822515""]",null
60cb2e51cb87d4e553802321,,Al Marbed Establishment For Building Hardware,null,"[""965 2408296""]",null
60cb2e51cb87d4e553802322,,Al Mazah Company For Electrical & Electronic Equipment,null,"[""965 3923919""]",null
60cb2e51cb87d4e553802323,,Al Mawke Trading & Contracting Establishment,null,"[""965 2647609""]",null
60cb2e51cb87d4e553802324,,Al Masher Establishment,null,"[""965 2639290""]",null
60cb2e52cb87d4e553802325,,Al Maseel,null,"[""965 2412862""]",null
60cb2e52cb87d4e553802326,,"Al Ma'Rafi Company",null,"[""965 2401316""]",null
60cb2e52cb87d4e553802327,,Al Khurafi Brothers Company (Al Marai),null,"[""965 4344466""]",null
60cb2e52cb87d4e553802328,Po Box 1446 13015 Safat,Al Mane International General Trading Company,null,"[""965 2453580""]",null
60cb2e52cb87d4e553802329,,"Al Lua'Uaa Butcher",null,"[""965 5737859""]",null
60cb2e52cb87d4e55380232a,,Al Mansouria Cosumers Trading Company,null,"[""965 4310490""]",null
60cb2e52cb87d4e55380232b,,Al Liwan Elect Trading & Contracting Establishment,null,"[""965 2406684""]",null
60cb2e52cb87d4e55380232c,Po Box 29232 13153 Safat,Al Khamsan Company For General Trading And Cont,null,"[""965 4330440""]",null
60cb2e53cb87d4e55380232d,,Al Khaleejeia Company,null,"[""965 4750124""]",null
60cb2e53cb87d4e55380232e,,Al Jredan Company,null,"[""965 2441768""]",null
60cb2e53cb87d4e55380232f,,Bonzai Company,null,"[""965 4813270""]",null
60cb2e53cb87d4e553802330,,Boland & City Company,null,"[""965 2436060""]",null
60cb2e53cb87d4e553802331,,Blasem Company,null,"[""965 2420420""]",null
60cb2e53cb87d4e553802332,,Blue Flower Company,null,"[""965 4746829""]",null
60cb2e53cb87d4e553802333,,Behbehani Financial Company,null,"[""965 4814000""]",null
60cb2e53cb87d4e553802334,,Birds Wonder Center,null,"[""965 2428428""]",null
60cb2e53cb87d4e553802335,Po Box 26645 13127 Safat,Bassi General Trading & Contracting Group,null,"[""965 4844951""]",null
60cb2e54cb87d4e553802336,"Po Box 44811 32036, , Kuwait",Bimad Company,null,"[""965 2637128""]",null
60cb2e54cb87d4e553802337,,Bassam Al Mubarki & Sons Company,null,"[""965 2427894""]",null
60cb2e54cb87d4e553802338,,Bent Al Ezz Establishment,null,"[""965 2633130""]",null
60cb2e54cb87d4e553802339,,Bedayat Al Meshwar,null,"[""965 5620978""]",null
60cb2e54cb87d4e55380233a,Po Box 7130 64002 Fahaheel,Baddah & Musairie Trading & Contracting Company,null,"[""965 3985380""]",null
60cb2e54cb87d4e55380233b,,Basam Al Mubaraki & Sons Company,null,"[""965 2467359""]",null
60cb2e54cb87d4e55380233c,,Baker Shaikhan Al Farsi Establishment For Marine Equipment,null,"[""965 4722222""]",null
60cb2e55cb87d4e55380233d,"P.O.Box: 29149; Murgab, Near Safat; 13152 Safat, , Kuwait",BAHRAIN EXCHANGE CO WLL,null,"[""9652468729""]",null
60cb2e55cb87d4e55380233e,"P.O.Box: 1478 Safat 13015, , Kuwait",BADER SALIM ABDULWAHAB EST.,null,"[""9652433610""]",null
60cb2e55cb87d4e55380233f,,Azzaq National Exhibition,null,"[""965 2648529""]",null
60cb2e55cb87d4e553802340,Po Box 23481 13095 Safat,Azl Ghannam International United Company,null,"[""965 4832539""]",null
60cb2e55cb87d4e553802341,,A & Y Electrical Appliances Group,null,"[""965 2414785""]",null
60cb2e55cb87d4e553802342,,Arra International Establishment,null,"[""965 2405407""]",null
60cb2e55cb87d4e553802343,,Awaq Mohamed Al Khatib Partners,null,"[""965 2434729""]",null
60cb2e55cb87d4e553802344,"P.O.BOX 4438, HAWALLY - 32075, AL RIHAB CIOMPLEX, , Kuwait",Crystal Light Central Market,null,"[""965 22636822"",""22618956""]",null
60cb2e55cb87d4e553802345,Po Box 26364 13124 Safat,Attafani Electrical & Machanical Company,null,"[""965 2418909""]",null
60cb2e56cb87d4e553802346,,Asian Group Trading & Contracting,null,"[""965 2460623""]",null
60cb2e56cb87d4e553802347,"P.O. Box : 36207 Al Raas 24753, , Kuwait",AL MANASIR GEN. TRADING & CONTR. CO. W.L.L.,null,"[""00965 97686449""]",null
60cb2e5fcb87d4e553802348,"Park Avenue , , Kuwait",Unnatisilks Prints Pvt. Ltd.,"[""support@plumrocket.com""]","[""01196588973107""]",http://www.unnatisilks.com
60cb2e65cb87d4e553802349,"BISMI SOFT TECH 103, arch road, v.v.p. Nagar, Tattanchavadi, Pondicherry, , Kuwait",Bismi Soft Tech,[],[],http://www.bismisofttech.com
60cb2e73cb87d4e55380234a,"block 5 street 5, , Kuwait",ATC Advanced Technology Company ,null,"[""24729982""]",null
60cb2e73cb87d4e55380234b,"Street 22, Block 09, , Kuwait",Fahad Marzouk Gen.Trad&Cont.Com,null,"[""66397266""]",null
60cb2e89cb87d4e55380234c,"Al-Salmiya 5074 22061, , Kuwait",Al Qattan Air Condition Est,null,"[""5622129""]",null
60cb2e89cb87d4e55380234d,"P.O.Box: 340, Al Saleh Center, 9 Flr, AL Hilali St, Safat 13004, , Kuwait",AHMED AL SALEH & SONS CO,null,"[""9652459803""]",null
60cb2e89cb87d4e55380234e,"Abu Halifa 54600, , Kuwait",MOHAMMED,null,"[""+96599174002""]",null
60cb2e9bcb87d4e55380234f,"Al-Ghunaim Tower, , Kuwait","UtenCSK Kitchen Ware Co.,Ltd",[],"[""23359019""]",http://utencsk-shenzhen-kitchen-ware-co-ltd.imexbb.com/
60cb2ea0cb87d4e553802350,"Po Box 1328 32014, , Kuwait",Kuwait Decoration Exhibition,[],"[""+965 22615159""]",http://www.KuwaitDecor.com
60cb2eabcb87d4e553802351,"Shop No 39, 40, 41 & 42 Opp. Toyota Show Room Ahmadi Industrial Area, Kuwait, ",Global International General Trading,"[""queries@globalintl.com""]","[""+9651826789""]",https://www.globalintl.com/
60cb2eabcb87d4e553802352,"shop no 105 Saqran Centre near Gulf bank head office mubarakiah kuwait city, ",First Golden Jewelry,null,"[""0096598044884""]",null
60cb2eaecb87d4e553802353,"56 15 Street, Andalous, Kuwait, ",Financial standard group,"[""ockup@2x.png"",""/static/images/glyphs/disclosure-down@2x.png""]","[""22491480""]",https://www.instagram.com/ahmedsamir5194/
60cb2eaecb87d4e553802354,"Hawally Tunis Street Rehab Complex, Floor 5, Office 505, , Kuwait",Home Services,null,"[""0096522611231""]",null
60cb2eb5cb87d4e553802355,"Fisheries Building, 8th Floor Al Shuhada Street, Sharq Area, Kuwait, ",NORTH IMMIGRATION,"[""info@northimmigration.com""]","[""99935797"",""22405419"",""22405416""]",http://www.northimmigration.com/
60cb2eb8cb87d4e553802356,"Mabanee Building 1, Floor 2, Block 1, Salhiya Street,Kuwait City, ",Hesabe,[],"[""+(965)22450504""]",https://www.hesabe.com/index.html
60cb2eb8cb87d4e553802357,"Hawally Tunis Street Rehab Complex, Floor 5, Office 505, Hawalli, Kuwait, ",Mediation in household services,null,"[""0096522611231""]",null
60cb2ed2cb87d4e553802358,"Al Mulla International Exchange Co. KSCC, Ahmed Al Saleh & Sons Complex - Third Floor, Al Hilali Street, Block No. 10. , P.O. Box No. 177, Murgab, Safat - 13002 Kuwait City, ",Al Mulla International Exchange Company,[],"[""1840123""]",http://www.almullaexchanges.com/Home
60cb2ef2cb87d4e553802359,P.O.Box : 6862 Salmiya 22079,ADVANCED FUTURE GROUP INTERNATIONAL,null,"[""9655749416""]",null
60cb2efbcb87d4e55380235a,"Ibn Khaldun Street Shuaa Complex Office 13, , Kuwait",Express Tech,"[""wixofday@wix.com"",""//static.parastorage.com/unpkg/core-js-bundle@3.2.1"",""//static.parastorage.com/unpkg/focus-within-polyfill@5.0.9"",""//static.parastorage.com/unpkg/lodash@4.17.15"",""//static.parastorage.com/unpkg/react-dom@16.13.1"",""//14370afcdc17429f9e418d5ffbd0334a@sentry.wixpress.com"",""info@expresskw.com"",""//static.parastorage.com/unpkg/react@16.13.1""]","[""22286253""]",http://www.expresskw.com
60cb2f05cb87d4e55380235b,,Ahmad Bahman Establishment,null,"[""965 4723841""]",null
60cb2f05cb87d4e55380235c,,Ahleia Electrical Company,null,"[""965 2412919""]",null
60cb2f05cb87d4e55380235d,,Advanced World Electrical,null,"[""965 2408812""]",null
60cb2f05cb87d4e55380235e,Po Box 10277 65453 Shuaiba,Ahila Industrial Projects Company,null,"[""965 2406295""]",null
60cb2f05cb87d4e55380235f,,Ad Dala Kitchens,null,"[""965 2632546""]",null
60cb2f05cb87d4e553802360,,Abraj Al Safwa Establishment,null,"[""965 2429112""]",null
60cb2f06cb87d4e553802361,,Abidin National Establishment,null,"[""965 3924134""]",null
60cb2f06cb87d4e553802362,,Abeer Al Wady Photography Establishment,null,"[""965 2619375""]",null
60cb2f06cb87d4e553802363,,Abraj Al Muthanna Studio,null,"[""965 2410281""]",null
60cb2f06cb87d4e553802364,"P.O.Box: 22579, Safat 13086, , Kuwait",ABU SHAIBAH GEN TRAD & CONT EST,null,"[""9652435533""]",null
60cb2f06cb87d4e553802365,"P.O.Box : 2188 Safat 13029, , Kuwait",ABDULLA ALI AL SANE GEN. TRAD. & CONT. CO.,null,"[""9654332356"",""4332357""]",null
60cb2f06cb87d4e553802366,,Abdulnabi Al Sarraf Elect Establishment,null,"[""965 4737305""]",null
60cb2f06cb87d4e553802367,,Abdullatif Al Luhaib Trading Establishment,null,"[""965 2435235""]",null
60cb2f06cb87d4e553802368,,Abdullah Sulyman Al Moudyan Establishment,null,"[""965 2657564""]",null
60cb2f06cb87d4e553802369,,Abdullah Al The Waini Establishment,null,"[""965 3925109""]",null
60cb2f06cb87d4e55380236a,,Abdulkader Yousef & Sons General Trading Company,null,"[""965 2450683""]",null
60cb2f06cb87d4e55380236b,,Abdulaziz Abdul Mohsen Al Rashed Sons Company,null,"[""965 4334813""]",null
60cb2f06cb87d4e55380236c,,Abdulaziz A Al Nasser,null,"[""965 4831144""]",null
60cb2f06cb87d4e55380236d,,Abdulah Al Ebrahim Establishment,null,"[""965 4817980""]",null
60cb2f06cb87d4e55380236e,,Abdul Rahman Al Zaid Import & Export Office,null,"[""965 2424699""]",null
60cb2f07cb87d4e55380236f,"Kuwait city, ",Cleaning services kuwait,null,"[""22611231""]",null
60cb2f07cb87d4e553802370,P.O.Box: 3995 Salmiya 22040,Oriental Technology Trading Co.,null,"[""5733227""]",null
60cb2f07cb87d4e553802371,"P.O.Box: 24452; 13105 Safat, , Kuwait",ABBAS MUSSALLAM TRADING EST,null,"[""9652437827""]",null
60cb2f07cb87d4e553802372,"SCHEEIZ/34, , Kuwait",قرض اليوم، وتطبيق الآن والحصول على الأموال التي تحتاج إليها!,null,"[""08861894763""]",null
60cb2f08cb87d4e553802373,"Abdallah, , Kuwait",Investment,null,"[""971556602386""]",null
60cb2f08cb87d4e553802374,,Al Shamagh Al Malaki,null,"[""965 4749774""]",null
60cb2f08cb87d4e553802375,Po Box 440 93355 Sulaibia,Kuwait German Company For Ready-Mix Concrete W.L.L.,null,[],null
60cb2f08cb87d4e553802376,,Al Moonyear Copy Center,null,"[""965 2428564""]",null
60cb2f08cb87d4e553802377,,Al Shamekh Company For Meats,null,"[""965 4812349""]",null
60cb2f08cb87d4e553802378,"405,Aatish Annaxe, Nr.IDBI Bank, Off C.G Road,Gulbai Tekra,, , Kuwait",Abayat Jazeera Exhibtion,null,"[""919904041052""]",null
60cb2f09cb87d4e553802379,,Al Shabeia Dairy Farm,null,"[""965 4678139""]",null
60cb2f09cb87d4e55380237a,,Al Samah Meat Establishment,null,"[""965 4822097""]",null
60cb2f09cb87d4e55380237b,,Al Salem Chemical Services & Contracting Company,null,"[""965 2443209""]",null
60cb2f09cb87d4e55380237c,,Al Saihiya Lighting Electrical Establishment,null,"[""965 2476676""]",null
60cb2f09cb87d4e55380237d,,Al Shallal International Establishment,null,"[""965 4348356""]",null
60cb2f09cb87d4e55380237e,,Al Sayegh Establishment For General Trading & Cont,null,"[""965 2426165""]",null
60cb2f09cb87d4e55380237f,,Al Saraf Electrical Establishment,null,"[""965 2641649""]",null
60cb2f09cb87d4e553802380,,"Al Sar'Aawi Establishment",null,"[""965 2666227""]",null
60cb2f09cb87d4e553802381,,Al Rokn Al Zahaby Establishment,null,"[""965 2645616""]",null
60cb2f09cb87d4e553802382,,Al Redha Chemicals Company Limited,null,"[""965 2423604""]",null
60cb2f0acb87d4e553802383,,Al Saeed Establishment,null,"[""965 5755981""]",null
60cb2f0acb87d4e553802384,,Al Raha Al Khaleejeia Establishment,null,"[""965 2404118""]",null
60cb2f0acb87d4e553802385,,Al Rashed Excavation Company,null,"[""965 4845602""]",null
60cb2f0acb87d4e553802386,,Al Sadaka Electrical Appliances,null,"[""965 3911751""]",null
